"_time",102,108,109,110,112,114,140,141A,142B,143,149B,150,150A,151,155D,158,164,164A,166,168,168A,200E,200SW,200WE,202,203,205,206,214,242,246,250,250B,250C,253,255,257,258,260,261A,268,270,274,278,300,300SE,302,302A,303,304,304B,304D,304J,305,306,308,319,321,323,325,325M,341,342,345,"345?",345A,345B,345C,345D,345N,345S,346,348,350,351,352,354,360,366a,402,403,404,404L,409,409A,411,412US,441,442,445,452,C200WW,C300WW,C400NE,C400WW,MallStage,ODNorth,ODSE,ODSW,P100W
"2019-08-23T19:00:00.000-0700",40,10,2,12,15,14,1,4,5,3,1,0,1,0,0,2,2,0,1,2,2,465,344,141,239,329,104,10,5,147,121,139,331,133,16,2,94,318,89,212,13,32,61,50,0,458,3,0,18,9,14,18,3,17,6,25,10,1,1,3,3,1,263,29,2,6,13,6,2,109,3,2,7,16,87,19,1,2,0,5,162,14,5,8,0,7,9,2,187,1,1,11,3,1,0,264,304,783,583,193
"2019-08-23T20:00:00.000-0700",21,8,1,12,13,13,0,2,3,7,2,0,2,0,1,1,4,2,1,1,2,294,255,117,145,238,89,21,5,91,86,263,423,126,14,4,47,214,50,137,7,19,31,29,3,366,2,0,26,13,9,13,1,10,3,16,9,1,1,5,3,1,367,4,1,7,8,8,2,21,2,6,3,50,38,13,3,4,0,1,90,4,2,3,1,3,2,2,420,0,2,17,4,1,0,229,181,1060,750,128
"2019-08-23T21:00:00.000-0700",10,4,0,6,9,4,0,2,1,1,1,1,1,0,0,2,2,2,1,0,2,37,69,4,48,48,18,8,4,13,17,48,71,30,0,0,6,9,3,52,7,3,4,2,2,75,6,0,4,16,2,0,2,7,6,6,2,2,1,2,12,0,57,0,1,0,0,4,2,2,1,1,2,10,10,2,1,2,0,1,23,0,0,1,1,1,2,0,51,0,0,17,12,0,0,60,96,234,152,22
"2019-08-23T22:00:00.000-0700",0,0,0,0,0,0,0,0,1,2,3,1,1,0,2,1,3,2,2,2,1,0,32,1,20,12,9,1,1,1,0,11,11,3,0,0,0,0,0,19,5,0,0,0,2,27,1,0,3,0,1,1,1,2,1,0,0,0,1,1,2,0,12,0,0,0,0,1,1,1,0,0,0,2,2,1,1,1,0,0,15,0,2,0,0,0,0,1,13,1,1,1,1,1,0,48,38,85,46,7
"2019-08-23T23:00:00.000-0700",1,0,0,1,1,1,0,0,2,2,4,1,0,0,1,0,2,2,0,1,0,0,13,0,7,4,6,1,1,3,1,2,2,0,0,0,1,0,0,7,1,1,1,0,1,10,0,0,1,0,1,0,0,0,1,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,2,0,0,1,0,0,1,0,0,0,13,16,21,14,3
"2019-08-24T00:00:00.000-0700",0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,6,2,0,1,1,0,1,1,2,0,0,0,0,1,0,6,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,9,11,8,2
"2019-08-24T01:00:00.000-0700",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,4,4,0
"2019-08-24T02:00:00.000-0700",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1
"2019-08-24T03:00:00.000-0700",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,0
"2019-08-24T04:00:00.000-0700",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,1,1,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,3,2,0
"2019-08-24T05:00:00.000-0700",1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2019-08-24T06:00:00.000-0700",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,6,0,6,1,1,0,0,0,0,1,2,0,0,0,2,0,0,4,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,22,7,5,2
"2019-08-24T07:00:00.000-0700",8,4,0,6,7,2,0,1,1,3,4,1,0,3,2,8,12,9,2,0,2,33,67,19,52,40,8,1,1,8,14,13,20,26,2,0,25,30,1,57,15,29,18,17,4,53,1,0,0,12,1,1,1,3,3,4,1,1,1,1,8,0,7,0,0,1,1,2,1,2,1,0,0,0,5,0,0,4,0,2,37,3,1,3,0,2,3,0,3,0,0,12,11,0,0,46,109,47,26,22
"2019-08-24T08:00:00.000-0700",16,2,0,8,7,9,2,6,1,9,4,3,5,1,2,6,16,13,8,3,4,397,374,151,422,313,157,9,5,139,162,165,241,191,35,7,256,296,83,370,105,214,186,166,12,446,1,0,34,7,24,40,0,23,4,82,10,1,1,2,8,3,127,2,3,6,3,4,4,3,2,0,5,8,34,28,5,6,2,6,189,19,11,12,2,13,7,2,54,0,0,20,2,1,1,332,415,515,303,259
"2019-08-24T09:00:00.000-0700",47,6,1,11,7,28,1,19,10,9,10,4,7,7,2,14,26,20,10,3,3,200,119,65,286,122,34,16,5,56,72,45,96,76,19,3,136,157,23,214,52,134,86,70,10,207,2,0,13,7,14,15,2,16,3,33,3,0,1,1,5,0,38,3,3,4,10,11,6,21,2,0,9,10,42,13,2,6,3,6,53,19,13,13,2,12,9,3,18,2,5,9,0,1,2,161,306,186,96,120
"2019-08-24T10:00:00.000-0700",90,10,1,18,12,47,4,25,12,10,14,0,0,13,2,19,31,23,13,7,10,252,138,81,321,133,25,17,1,63,89,58,92,93,9,6,181,187,29,271,53,137,82,103,12,251,2,0,16,9,13,28,3,7,3,42,6,1,2,1,6,0,25,15,2,7,22,18,5,59,1,0,9,6,57,10,3,7,2,13,45,11,16,12,2,11,12,1,14,0,2,15,5,2,2,224,375,220,99,112
"2019-08-24T11:00:00.000-0700",131,17,6,22,14,59,3,28,15,52,18,2,2,5,3,16,23,23,13,3,5,464,186,114,397,185,43,37,3,83,121,83,143,149,33,15,144,307,74,288,64,167,125,107,20,297,6,0,4,8,33,39,6,11,3,51,1,3,2,3,9,1,27,13,11,6,9,22,11,28,9,4,24,20,65,23,13,8,12,16,89,21,21,14,4,14,13,7,10,4,5,22,4,1,1,222,357,238,111,135
"2019-08-24T12:00:00.000-0700",169,30,5,30,16,82,5,35,17,43,10,1,7,4,2,13,17,20,12,5,9,700,278,187,515,240,53,35,9,120,185,127,221,182,35,13,249,506,117,437,57,188,215,177,20,399,5,0,16,12,28,42,2,12,6,55,4,3,1,2,8,4,49,2,7,6,5,8,8,4,2,0,21,31,35,33,11,7,3,10,108,16,10,15,0,8,10,1,13,0,2,30,6,0,2,315,527,371,169,200
"2019-08-24T13:00:00.000-0700",172,28,5,43,15,74,2,21,9,10,6,1,4,2,0,8,19,17,7,6,7,359,205,96,403,159,50,54,8,82,100,66,136,118,8,6,116,252,57,189,39,49,67,62,13,275,7,0,8,20,30,33,2,14,8,62,7,3,2,3,9,3,53,6,10,2,3,7,5,6,5,2,7,11,22,17,4,8,4,8,82,11,4,13,1,9,10,5,18,1,3,38,8,0,2,186,309,226,111,133
"2019-08-24T14:00:00.000-0700",137,30,5,34,24,75,2,9,5,7,8,1,0,2,3,8,13,12,6,5,6,299,159,93,354,167,33,44,6,69,89,63,114,102,5,1,91,202,43,211,26,49,67,66,11,271,2,1,7,18,26,36,5,5,7,33,3,1,1,0,9,1,39,4,6,5,1,4,3,4,0,1,6,10,18,9,6,5,2,6,76,21,2,5,3,5,11,2,13,1,3,26,8,0,3,188,329,231,109,149
"2019-08-24T15:00:00.000-0700",118,21,4,18,21,44,1,5,3,8,14,2,4,1,4,10,16,13,6,2,10,224,118,59,307,122,31,26,10,38,64,52,76,80,6,5,83,181,35,181,29,39,51,62,9,206,1,0,6,12,27,29,3,7,8,44,2,1,1,4,5,1,30,1,3,3,2,6,2,1,0,2,11,6,18,15,6,7,2,3,52,14,1,2,2,3,7,1,12,0,3,22,6,0,1,171,298,194,89,94
"2019-08-24T16:00:00.000-0700",92,18,2,21,19,41,0,10,7,5,6,3,5,1,1,9,17,16,6,3,6,206,116,52,251,105,27,30,8,41,58,58,85,73,6,1,62,162,28,152,17,29,36,34,9,156,6,0,6,13,17,23,1,7,7,32,4,1,2,1,6,1,20,6,2,2,1,7,6,8,3,2,6,5,9,6,6,8,1,5,47,15,2,8,1,1,5,2,7,0,0,23,8,2,3,143,230,155,79,86
"2019-08-24T17:00:00.000-0700",83,24,1,23,11,35,2,3,5,5,2,0,1,1,1,5,11,10,2,4,4,225,128,65,260,109,20,29,5,45,57,60,80,70,10,3,53,174,46,169,24,26,26,29,7,176,5,1,6,12,20,22,2,4,7,24,6,1,1,3,4,0,50,6,0,3,2,8,4,9,8,4,2,2,15,4,5,7,2,3,56,22,2,20,4,7,5,13,22,1,2,14,5,1,1,151,283,191,129,98
"2019-08-24T18:00:00.000-0700",66,17,3,13,14,35,2,3,4,4,4,1,1,2,2,8,12,11,4,3,6,261,157,55,239,139,44,16,5,54,67,57,105,64,4,2,60,161,49,156,13,19,33,34,9,215,5,5,10,14,10,27,1,12,10,14,4,4,1,6,4,1,73,4,0,3,3,3,6,5,4,5,6,5,15,6,4,9,1,6,70,18,0,7,4,6,4,5,76,0,1,15,11,1,1,160,227,329,207,108
"2019-08-24T19:00:00.000-0700",44,9,0,9,10,19,1,2,1,3,0,0,0,1,0,1,4,7,2,0,6,364,347,36,176,172,126,14,7,93,98,371,601,165,6,3,39,214,66,121,11,17,26,30,3,343,6,3,10,7,10,10,0,13,6,24,11,0,1,4,6,0,421,0,0,3,3,4,1,2,3,84,4,94,13,28,2,10,1,7,150,15,3,8,2,5,5,2,617,0,2,14,4,0,1,787,202,1332,1027,94
"2019-08-24T20:00:00.000-0700",22,5,1,9,10,11,1,2,1,2,1,0,1,0,0,2,6,7,3,0,6,408,531,65,156,217,288,16,5,77,76,260,488,146,16,7,61,253,75,132,16,20,28,34,10,487,11,1,15,5,2,9,0,20,3,28,4,2,2,6,9,0,379,5,2,1,0,6,4,6,5,271,3,65,13,15,6,9,3,7,181,17,5,5,0,5,2,5,665,0,1,17,4,0,0,257,142,1522,1096,110
"2019-08-24T21:00:00.000-0700",7,1,0,4,9,1,3,3,3,5,5,0,2,0,0,9,9,12,1,3,9,153,403,28,98,225,270,9,3,88,86,163,285,127,8,1,35,85,9,110,15,13,14,19,7,444,1,1,11,13,3,2,1,8,6,12,3,1,1,3,12,0,165,3,1,3,1,2,2,1,1,53,3,15,9,19,4,5,1,0,152,1,1,1,1,1,0,1,270,0,0,18,9,1,0,163,134,1060,633,105
"2019-08-24T22:00:00.000-0700",0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,1,2,1,0,0,5,262,7,45,78,128,1,2,27,8,51,69,25,0,0,2,2,1,29,4,2,1,2,2,180,1,0,4,0,2,0,0,4,2,5,2,1,1,2,3,0,82,0,0,1,0,0,2,2,0,34,0,16,3,5,0,1,1,0,76,1,0,0,0,1,0,0,109,0,0,2,1,0,0,64,70,545,328,38
"2019-08-24T23:00:00.000-0700",1,0,0,1,1,0,0,0,2,2,3,1,2,0,3,2,4,2,1,2,2,5,67,0,10,23,35,1,1,5,1,10,9,4,0,0,1,1,0,12,3,0,1,0,0,35,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,10,0,0,0,0,1,0,0,0,1,0,4,1,1,0,1,0,1,24,1,0,0,0,1,0,0,13,0,1,1,0,0,0,42,29,138,77,11
"2019-08-25T00:00:00.000-0700",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,5,2,2,1,1,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,3,0,0,1,0,0,0,11,11,18,10,5
"2019-08-25T01:00:00.000-0700",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,1,1,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13,12,1
"2019-08-25T02:00:00.000-0700",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,2,4,0
"2019-08-25T03:00:00.000-0700",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0
"2019-08-25T04:00:00.000-0700",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0
"2019-08-25T05:00:00.000-0700",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"2019-08-25T06:00:00.000-0700",0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,2,8,6,0,0,0,2,6,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,1,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,18,12,6,9,3
"2019-08-25T07:00:00.000-0700",6,2,0,4,5,3,0,0,1,1,9,0,0,1,2,6,10,7,4,1,2,2,19,7,31,15,4,1,1,3,2,4,4,3,1,0,8,2,0,22,9,13,10,6,4,24,1,0,3,15,1,2,0,1,1,3,2,0,1,1,11,0,5,0,0,1,0,1,1,1,1,0,0,2,1,1,0,0,0,1,12,0,0,0,0,1,3,2,3,0,0,13,9,0,0,40,50,31,20,13
"2019-08-25T08:00:00.000-0700",22,8,1,9,8,7,1,3,2,4,8,1,2,3,2,6,16,11,6,3,6,44,88,10,105,50,15,2,2,13,22,18,42,25,5,1,44,32,0,53,31,45,27,11,3,68,3,0,1,9,3,6,0,5,5,7,2,0,1,3,4,1,18,0,3,1,0,4,2,2,2,0,2,2,10,6,1,2,1,9,42,4,1,10,1,7,7,2,6,0,0,9,4,0,1,183,105,91,68,30
"2019-08-25T09:00:00.000-0700",55,12,1,15,12,30,0,4,1,6,3,1,2,1,1,9,16,17,9,2,5,72,71,15,116,64,13,5,1,26,38,28,51,35,6,19,63,55,5,65,20,61,32,13,5,86,3,0,5,8,2,8,2,7,5,13,1,3,2,3,6,1,18,0,0,1,0,6,3,2,2,1,1,3,3,4,3,3,0,1,37,3,3,2,2,2,2,2,5,0,1,9,7,0,1,127,101,101,63,38
"2019-08-25T10:00:00.000-0700",80,14,5,19,15,50,0,9,3,5,4,1,3,2,2,5,18,12,5,3,3,150,97,32,177,71,9,13,10,39,62,32,68,60,8,37,94,93,13,126,35,83,55,28,11,121,3,1,4,9,5,12,3,5,7,27,5,4,3,3,4,1,18,0,0,3,0,7,3,2,1,0,3,5,10,5,1,3,3,2,44,6,3,3,3,5,2,4,7,0,1,12,6,0,2,142,143,129,80,72
"2019-08-25T11:00:00.000-0700",159,23,1,31,16,106,2,5,7,3,2,1,3,0,1,4,12,12,4,3,5,283,159,60,327,117,30,17,6,54,93,49,105,83,16,40,110,185,38,175,39,92,76,49,13,217,4,0,8,12,11,32,0,8,2,31,2,0,1,0,5,0,34,0,2,2,0,7,0,0,1,1,7,10,14,13,7,1,2,2,56,6,1,2,2,4,4,2,10,1,4,32,5,1,2,178,227,209,107,107
"2019-08-25T12:00:00.000-0700",222,24,6,40,15,160,3,11,11,5,7,2,6,1,3,8,21,16,5,4,11,433,179,107,433,160,42,20,8,78,130,107,156,128,16,13,128,257,75,210,33,106,85,48,7,290,6,0,9,13,21,44,2,16,5,50,4,2,1,5,8,1,42,0,1,3,0,7,2,1,2,2,12,8,22,15,3,2,0,5,88,16,2,5,11,15,6,3,15,0,5,21,6,1,12,240,288,250,137,138
"2019-08-25T13:00:00.000-0700",216,31,7,46,18,128,3,25,12,2,5,2,5,1,1,2,11,6,4,1,2,448,225,113,510,223,49,22,7,96,149,78,169,164,23,10,108,284,89,269,35,67,96,68,6,399,4,0,14,15,30,53,1,17,21,65,11,4,2,4,12,4,36,13,9,22,32,13,19,58,13,3,11,10,135,15,5,4,2,22,123,27,6,30,17,24,11,16,25,0,5,28,7,0,28,291,395,268,138,196
"2019-08-25T14:00:00.000-0700",226,29,5,47,26,110,2,12,13,15,11,0,2,0,5,11,15,11,3,2,0,405,220,102,546,236,55,19,6,122,143,68,151,154,15,11,119,234,65,310,41,52,81,66,8,455,4,0,16,20,34,70,3,17,24,132,7,2,3,10,13,6,34,123,26,121,145,68,119,272,100,4,22,17,304,20,4,15,7,6,104,33,1,23,9,17,16,125,31,0,10,40,12,8,8,311,466,361,156,230
"2019-08-25T15:00:00.000-0700",233,37,10,42,24,111,5,19,16,23,15,3,4,0,7,12,17,10,3,2,2,288,193,76,467,191,26,16,5,75,100,74,118,118,13,7,72,173,48,236,32,54,56,45,9,277,3,3,6,17,35,82,5,15,10,62,10,2,3,8,14,7,42,123,36,94,83,57,96,199,245,5,14,15,131,19,5,11,3,9,88,16,1,7,8,14,12,125,28,1,8,25,11,4,8,226,317,262,126,174
"2019-08-25T16:00:00.000-0700",237,37,10,41,19,134,0,8,9,35,8,0,6,0,1,11,10,10,5,9,5,293,191,93,459,193,50,24,8,87,102,64,109,109,12,11,56,164,42,294,29,50,60,40,6,406,3,0,11,20,19,67,6,22,12,72,3,2,1,10,13,2,53,45,33,60,46,11,32,145,117,5,10,15,210,16,3,3,4,7,81,25,9,13,10,9,7,21,19,4,5,30,14,0,6,244,388,247,137,175
"2019-08-25T17:00:00.000-0700",62,14,0,22,20,35,1,8,5,22,4,2,3,1,2,9,10,9,3,4,3,111,87,34,150,60,11,13,20,39,40,35,46,55,1,0,26,67,22,103,14,17,16,11,5,105,4,3,5,14,7,10,2,2,7,16,0,2,4,7,11,0,5,0,3,3,0,4,3,3,3,2,4,3,6,8,4,1,0,8,43,12,2,11,1,10,10,3,4,0,1,17,12,1,3,117,142,92,45,52
"2019-08-25T18:00:00.000-0700",75,15,1,11,13,36,0,3,3,4,1,0,0,0,0,0,2,2,0,1,1,177,242,39,155,74,44,9,4,31,42,43,71,52,2,1,27,114,43,95,13,9,13,14,2,136,15,1,10,9,7,18,2,28,7,25,9,9,4,27,4,0,34,1,7,3,3,3,2,3,3,2,7,6,4,10,1,0,1,1,133,12,1,6,2,6,10,4,23,0,1,18,4,0,3,198,163,244,168,61
"2019-08-25T19:00:00.000-0700",42,9,1,12,13,24,0,3,3,1,0,0,1,0,0,1,1,2,1,2,3,261,185,35,134,82,22,10,6,48,77,64,116,57,5,5,25,149,48,98,18,17,12,14,3,151,21,0,7,5,4,8,4,23,12,18,9,19,6,21,3,0,37,2,3,3,1,5,1,2,2,1,3,5,12,9,0,1,4,16,108,23,1,26,0,16,13,6,15,0,1,7,3,0,2,187,149,212,122,66
"2019-08-25T20:00:00.000-0700",32,3,1,10,11,11,0,3,2,1,3,0,0,1,0,3,4,3,2,3,3,152,146,21,111,60,28,12,6,28,40,46,88,49,3,2,14,85,35,92,7,8,5,3,0,94,23,0,12,8,5,11,1,30,9,9,7,21,3,19,4,1,38,2,3,0,1,3,0,3,3,1,0,0,10,2,0,0,1,3,41,14,2,17,1,9,7,4,21,0,1,7,5,0,1,189,160,201,120,48
"2019-08-25T21:00:00.000-0700",11,1,0,6,10,8,0,0,2,5,2,0,0,1,2,2,6,6,2,4,3,30,89,8,46,30,21,5,1,8,7,16,22,20,0,1,7,14,4,35,12,7,4,4,4,45,3,2,3,16,0,1,1,3,10,4,2,2,3,7,12,0,8,1,2,0,0,2,1,3,2,0,2,5,6,4,1,1,2,3,26,5,0,6,0,3,6,1,10,0,0,13,18,0,2,108,97,101,69,19
"2019-08-25T22:00:00.000-0700",0,0,0,0,0,0,0,0,1,3,3,0,0,0,3,0,2,3,0,3,3,2,31,2,14,8,4,0,0,2,0,9,6,1,0,1,1,2,1,12,3,2,1,0,2,12,0,0,1,0,0,1,0,1,1,2,4,0,1,1,2,1,11,1,0,0,0,2,0,1,2,0,2,1,3,0,2,0,1,3,15,4,1,5,1,2,7,3,6,1,1,1,1,2,2,49,32,36,33,8
"2019-08-25T23:00:00.000-0700",0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,2,1,1,1,2,6,1,3,2,1,0,0,0,0,2,4,0,0,0,1,1,2,1,1,1,2,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,19,8,9,2,0
"2019-08-26T00:00:00.000-0700",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,4,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,6,6,5,0
"2019-08-26T01:00:00.000-0700",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,2,1
"2019-08-26T02:00:00.000-0700",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2019-08-26T03:00:00.000-0700",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2019-08-26T04:00:00.000-0700",0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,2,4,1,2,1,1,1,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"2019-08-26T05:00:00.000-0700",0,0,0,0,0,0,0,1,2,2,2,2,1,3,0,3,5,5,1,3,5,2,12,0,8,4,4,0,0,1,3,5,4,6,0,0,1,1,1,2,7,3,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,11,14,10,2
"2019-08-26T06:00:00.000-0700",0,0,0,1,1,1,0,4,1,1,11,0,1,12,1,16,24,19,8,3,7,13,29,2,16,14,4,1,1,6,9,9,11,12,0,0,14,9,0,21,19,16,9,5,4,15,0,1,1,1,0,0,0,1,0,0,1,0,1,1,6,0,5,0,0,1,0,0,0,0,0,0,1,1,1,2,3,0,0,0,10,2,0,0,0,1,0,0,2,0,0,3,2,0,0,56,49,29,18,9
"2019-08-26T07:00:00.000-0700",49,11,0,18,15,24,2,24,11,9,22,3,7,9,2,33,32,25,10,4,8,131,243,45,200,117,55,8,60,61,101,95,122,143,10,5,77,110,11,148,88,86,48,28,18,212,7,1,10,31,8,15,7,15,13,20,10,3,1,6,22,2,25,0,1,0,0,5,1,2,0,3,3,5,15,15,21,4,2,4,115,18,8,5,12,16,5,4,20,1,2,27,27,1,4,522,336,277,191,90
"2019-08-26T08:00:00.000-0700",194,28,7,42,21,95,9,79,29,29,45,11,19,18,7,34,36,33,12,7,14,345,652,110,609,432,145,22,132,194,304,288,357,353,18,10,164,272,44,400,138,149,102,109,17,591,16,2,17,24,34,65,11,17,20,76,32,7,1,8,20,4,133,0,5,8,1,18,2,0,0,3,17,20,32,37,40,7,3,11,305,32,12,14,16,27,16,6,66,0,3,35,26,0,6,1056,705,849,525,308
