"_time",102,108,109,110,112,114,140,141A,142B,143,149B,150,150A,151,155B,155D,158,164,164A,166,168,168A,200E,200SW,200WE,202,203,205,206,214,242,246,250,250B,250C,253,255,257,258,260,261A,268,270,274,278,300,300SE,302,302A,303,304,304B,304D,304J,305,306,308,319,321,323,325,325M,341,342,345,"345?",345A,345B,345C,345D,345N,345S,346,348,350,351,352,354,360,364,366a,402,403,404,404L,409,411,412US,441,442,445,452,C200WW,C300WW,C400NE,MallStage,ODNorth,ODSE,ODSW,P100W
"2020-08-05T09:00:00.000-0700",10,14,0,11,12,4,2,7,1,4,13,5,7,6,2,3,21,13,12,5,9,5,10,14,7,24,11,4,4,3,9,8,12,5,8,0,0,5,3,0,18,13,5,0,3,3,9,2,2,2,15,5,5,7,2,10,9,0,1,0,3,10,0,0,0,0,0,0,2,1,1,1,1,3,1,3,3,2,1,0,0,1,7,2,2,4,0,1,1,3,0,0,6,14,0,43,40,28,10,16
"2020-08-05T10:00:00.000-0700",10,13,0,12,8,2,3,8,3,13,10,0,0,6,1,3,14,9,10,5,6,5,13,16,13,30,9,4,4,4,11,9,6,3,9,2,1,4,6,2,25,12,7,2,3,5,11,3,2,4,13,4,9,6,3,8,8,4,5,2,7,6,2,1,0,1,0,0,2,1,1,0,0,1,1,2,4,2,0,2,0,1,6,0,2,0,2,1,2,3,1,2,14,13,1,27,51,15,6,20
"2020-08-05T11:00:00.000-0700",18,13,1,19,15,9,9,10,11,52,12,1,4,4,2,4,10,9,12,2,6,5,16,22,32,56,26,4,8,5,28,33,11,12,15,1,1,0,7,2,42,14,5,2,4,5,27,3,1,2,19,9,7,10,4,4,20,4,2,2,5,4,1,0,1,1,2,2,5,0,1,1,2,3,0,1,3,2,3,1,1,2,18,4,1,1,2,1,1,3,3,2,26,10,0,24,70,26,6,32
"2020-08-05T12:00:00.000-0700",31,22,2,18,16,10,2,7,13,30,12,2,2,4,2,3,15,8,12,7,3,5,10,24,11,61,26,5,12,6,17,21,10,4,10,2,1,5,7,2,38,12,5,1,4,6,16,2,1,2,16,5,10,7,1,3,28,4,2,1,4,3,1,3,0,1,0,0,1,1,0,0,0,1,0,2,2,2,0,0,0,2,15,3,2,2,4,0,3,4,4,3,28,12,1,19,62,23,8,30
"2020-08-05T13:00:00.000-0700",21,15,2,15,14,6,1,4,3,7,7,3,2,6,2,6,6,7,9,3,7,6,11,17,4,40,16,2,9,2,11,13,9,8,12,0,1,1,4,1,23,10,4,2,7,2,9,6,4,1,15,6,8,6,4,5,15,4,5,2,3,9,1,0,1,1,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,2,9,2,2,1,3,0,2,3,3,2,19,14,1,23,50,20,5,13
"2020-08-05T14:00:00.000-0700",21,12,0,14,17,5,3,6,5,7,12,3,5,6,0,3,14,10,13,6,3,3,10,11,10,33,10,1,5,6,9,6,1,2,3,0,1,3,6,0,22,9,8,4,2,5,9,4,2,1,12,5,6,5,3,4,14,5,2,1,3,6,0,3,1,1,0,0,3,1,0,0,0,1,1,1,0,0,1,1,0,0,6,1,2,0,1,1,0,1,1,0,21,8,0,11,36,15,6,14
"2020-08-05T15:00:00.000-0700",15,14,2,11,9,4,1,1,2,5,9,1,2,2,1,4,10,8,9,3,4,1,15,9,6,23,12,1,5,7,3,8,7,6,7,0,0,3,7,5,15,10,5,0,2,3,6,3,2,2,14,4,6,5,4,3,9,4,3,1,3,4,2,2,0,1,0,0,2,0,0,0,1,2,0,2,0,0,1,1,1,1,5,0,2,3,1,0,0,1,0,0,16,8,0,9,42,17,4,7
"2020-08-05T16:00:00.000-0700",11,11,2,7,7,4,1,1,0,3,11,2,2,0,1,3,10,10,8,5,3,4,2,6,1,19,5,2,4,2,2,4,1,4,0,0,0,2,1,0,6,11,6,0,3,3,4,5,0,2,9,2,6,3,3,6,8,1,5,0,5,5,0,0,1,1,0,0,1,0,1,0,1,1,0,4,0,0,1,1,0,2,4,2,2,0,1,1,1,4,1,2,10,7,0,15,42,10,6,4
"2020-08-05T17:00:00.000-0700",6,4,0,4,9,2,0,1,0,2,2,1,0,0,1,1,4,5,3,2,0,0,5,13,5,16,8,1,4,1,3,2,7,1,2,0,0,2,1,0,13,8,4,0,0,2,11,1,0,3,10,1,0,2,0,3,8,2,1,0,2,9,0,3,0,0,0,1,1,0,0,0,1,0,0,6,0,0,0,1,1,0,5,1,0,0,1,1,0,3,0,0,12,8,0,19,49,29,15,10
"2020-08-05T18:00:00.000-0700",1,1,0,2,2,1,0,0,0,2,1,0,1,0,1,2,2,2,1,1,2,2,1,18,1,10,8,2,0,1,1,0,5,5,2,0,0,0,1,0,11,6,0,0,1,0,3,0,0,0,1,1,0,1,0,0,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,1,0,0,1,0,0,1,0,0,50,23,38,23,10
"2020-08-05T19:00:00.000-0700",0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,2,2,2,1,2,2,0,26,0,4,2,3,1,1,1,0,6,8,3,0,0,1,0,0,4,6,1,1,1,0,2,0,0,0,1,1,1,1,0,0,3,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,2,0,0,7,0,0,1,1,0,47,20,53,32,1
"2020-08-05T20:00:00.000-0700",0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,1,1,2,0,0,0,1,13,0,2,4,1,0,1,0,0,3,4,1,0,0,0,0,1,1,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,1,0,0,33,20,31,15,3
"2020-08-05T21:00:00.000-0700",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,14,10,10,4,2
"2020-08-05T22:00:00.000-0700",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,0,5,0,0
"2020-08-05T23:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,5,2,5,1,0
"2020-08-06T00:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,3,0,1
"2020-08-06T01:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0
"2020-08-06T02:00:00.000-0700",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2020-08-06T03:00:00.000-0700",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2020-08-06T04:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1
"2020-08-06T05:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4,0,3,3,1,0,0,2,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,6,7,7,6,1
"2020-08-06T06:00:00.000-0700",0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,3,2,1,2,1,3,1,5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,1,0,14,16,13,4,0
"2020-08-06T07:00:00.000-0700",1,3,0,5,4,1,0,3,0,5,9,0,2,4,0,3,12,9,9,2,3,3,7,16,3,11,8,1,0,2,2,5,3,5,7,1,1,3,5,0,8,17,10,1,1,3,4,1,0,5,3,1,0,2,4,0,1,1,1,0,3,3,1,3,0,1,0,0,3,3,0,0,0,2,1,2,3,3,4,2,1,0,6,0,2,0,0,0,0,3,0,0,9,4,0,29,38,21,11,9
"2020-08-06T08:00:00.000-0700",8,7,1,9,10,5,1,5,2,3,11,2,3,8,1,5,10,10,11,6,3,6,14,28,5,20,9,4,3,4,8,6,6,10,6,2,4,5,10,1,18,14,10,0,2,8,11,1,0,2,15,9,3,7,5,5,7,3,3,0,1,11,1,3,0,1,1,1,4,0,2,0,2,2,3,3,4,4,1,3,0,2,17,2,1,2,3,3,3,6,1,2,12,14,1,42,50,40,19,12
"2020-08-06T09:00:00.000-0700",12,12,0,10,13,4,0,1,1,3,7,3,1,5,1,3,12,7,9,5,6,7,8,11,5,23,11,1,7,6,2,3,3,3,4,3,2,5,9,0,25,11,9,2,3,3,5,2,0,2,9,4,1,5,1,6,3,0,3,1,3,2,2,1,0,1,2,0,3,1,1,1,0,1,1,2,2,1,2,0,0,1,9,2,1,3,2,1,0,1,0,1,10,10,0,34,51,24,7,11
"2020-08-06T10:00:00.000-0700",15,16,1,13,11,5,1,3,2,5,6,0,3,8,0,4,9,9,10,4,7,8,11,7,3,26,9,0,8,7,3,8,4,3,6,2,2,2,5,0,17,15,5,1,4,3,5,0,2,0,6,3,3,3,0,7,12,1,2,0,1,5,2,0,0,1,0,0,2,1,0,0,0,1,0,2,1,1,2,1,0,1,10,1,0,0,0,3,0,0,0,0,8,8,0,13,26,15,4,14
"2020-08-06T11:00:00.000-0700",14,13,0,11,14,5,0,1,2,3,7,3,3,5,0,3,10,7,6,4,3,5,11,11,6,37,11,2,11,10,3,11,3,6,5,1,4,5,6,0,22,5,7,0,4,1,8,2,4,3,18,6,5,7,3,6,15,5,5,2,7,4,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,12,1,1,0,0,2,0,2,0,0,13,15,0,16,38,11,6,16
"2020-08-06T12:00:00.000-0700",21,12,0,14,13,7,2,4,2,6,10,3,6,5,2,5,15,11,12,3,5,7,6,14,6,38,7,2,13,9,7,7,7,4,3,1,5,0,4,0,24,8,6,0,2,1,8,2,3,2,13,6,8,7,2,5,18,2,4,1,3,4,1,0,0,1,0,0,2,2,1,0,0,3,1,1,0,0,2,0,0,2,12,4,2,2,2,1,1,0,0,1,18,10,0,21,42,16,7,14
"2020-08-06T13:00:00.000-0700",21,12,2,8,11,6,2,2,2,7,10,0,2,5,4,5,10,12,8,6,8,7,11,13,7,34,9,2,8,4,4,5,4,3,7,2,1,2,6,0,15,11,2,0,3,7,10,6,1,4,12,3,5,7,5,9,20,4,2,2,3,7,2,0,0,2,2,0,5,1,2,2,1,4,0,3,2,2,4,1,0,2,9,2,3,4,1,0,2,3,0,0,16,9,0,17,31,16,1,16
"2020-08-06T14:00:00.000-0700",18,12,2,10,8,2,2,5,3,4,8,3,8,4,1,2,15,9,10,4,1,4,18,10,6,32,5,3,6,3,5,3,4,2,8,0,1,6,12,3,19,12,6,1,5,6,10,1,2,4,7,5,5,4,2,5,14,4,1,0,3,4,3,1,0,3,1,0,4,2,2,1,3,3,1,2,5,3,3,1,2,0,4,1,3,0,0,3,2,1,2,1,9,5,0,11,26,13,4,8
"2020-08-06T15:00:00.000-0700",15,13,1,11,9,4,0,2,0,4,9,2,4,2,1,3,11,9,12,2,6,6,7,9,3,24,5,2,7,4,1,3,3,3,10,0,1,4,5,1,11,11,6,0,2,4,7,6,0,2,15,1,7,6,2,3,8,3,5,0,3,2,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,2,0,1,1,10,2,4,0,3,0,1,2,0,2,12,9,0,13,34,17,7,10
"2020-08-06T16:00:00.000-0700",11,9,0,10,10,3,1,3,1,2,6,0,3,0,0,1,8,5,9,6,3,2,2,7,2,24,15,1,8,5,2,4,4,1,3,0,0,1,1,1,13,11,2,1,1,2,4,0,0,0,8,2,3,5,0,4,8,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,1,0,1,1,4,2,4,0,2,2,0,0,0,1,13,4,0,16,41,19,6,14
"2020-08-06T17:00:00.000-0700",5,4,1,3,7,3,0,0,1,1,2,0,1,0,0,1,2,2,2,1,1,0,2,14,0,15,8,0,5,1,4,1,1,2,1,0,0,2,1,0,12,6,4,0,1,0,9,2,0,2,8,4,3,4,3,6,8,3,2,0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,3,3,0,1,0,2,0,0,6,6,0,20,46,20,13,12
"2020-08-06T18:00:00.000-0700",0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,8,6,5,1,1,2,0,4,2,0,0,0,0,0,0,6,4,1,0,1,0,3,0,0,0,1,0,0,0,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,26,26,42,16,6
"2020-08-06T19:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,10,12,6,1,1,3,0,10,10,1,0,0,0,0,0,14,2,1,0,0,0,8,1,0,1,1,1,2,1,1,0,5,1,1,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,10,1,1,0,1,0,0,1,0,0,1,1,0,48,33,42,24,9
"2020-08-06T20:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,6,8,3,1,1,2,2,4,5,1,0,0,0,0,0,6,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,1,0,0,28,19,34,26,3
"2020-08-06T21:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,2,0,0,0,0,0,6,3,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,7,15,7,2
"2020-08-06T22:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,4,3,0,2
"2020-08-06T23:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,1
"2020-08-07T00:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,5,3,5,0
"2020-08-07T01:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,2,0
"2020-08-07T02:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"2020-08-07T03:00:00.000-0700",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0
"2020-08-07T04:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
"2020-08-07T05:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,2,0,0,0,0,7,0,2,3,2,0,0,0,0,3,1,1,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,9,6,9,6,1
"2020-08-07T06:00:00.000-0700",0,0,0,0,0,0,0,0,0,2,4,0,0,5,0,0,5,5,5,1,1,1,1,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,20,11,23,10,0
"2020-08-07T07:00:00.000-0700",2,3,0,5,5,1,0,2,2,1,7,0,2,1,0,3,10,6,5,4,5,5,5,21,0,14,9,3,2,2,3,3,2,4,2,0,0,4,2,0,7,10,4,1,0,2,6,2,0,3,7,1,2,4,4,1,1,1,3,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,1,0,0,2,1,0,8,4,0,21,37,21,14,10
"2020-08-07T08:00:00.000-0700",11,10,0,13,10,5,1,3,3,5,8,1,1,6,2,5,8,7,11,4,6,4,8,19,4,27,6,1,2,2,3,3,4,6,5,0,1,3,3,0,17,16,8,3,3,2,9,6,1,4,12,4,2,5,4,6,10,3,3,1,5,7,1,3,0,1,0,0,0,0,1,0,0,1,0,3,1,1,0,0,1,0,15,0,0,1,0,1,1,4,0,0,13,14,0,31,48,28,18,14
"2020-08-07T09:00:00.000-0700",11,12,0,11,10,4,0,0,3,3,6,0,0,7,1,2,11,9,13,9,5,6,7,12,4,23,5,2,7,3,1,1,0,1,0,1,1,3,4,0,19,11,10,2,5,1,4,3,0,1,11,4,3,6,1,3,10,1,0,1,2,6,0,0,0,1,0,0,0,0,0,0,0,1,0,4,2,0,1,2,0,0,4,2,0,0,0,4,1,1,1,1,12,8,0,22,46,21,13,8
"2020-08-07T10:00:00.000-0700",13,16,1,15,14,5,1,1,4,4,10,2,2,5,2,5,15,13,13,9,9,9,8,18,10,34,10,5,8,6,6,7,5,4,6,1,1,3,4,0,18,14,6,2,2,4,9,2,2,4,11,4,5,3,3,2,11,2,1,1,3,5,1,0,0,2,1,0,4,2,2,1,0,2,0,2,1,2,3,0,0,0,7,1,1,0,1,3,1,4,1,2,17,10,1,25,37,21,9,15
"2020-08-07T11:00:00.000-0700",17,15,0,17,12,6,0,4,4,6,10,2,3,6,0,5,16,10,11,4,7,8,10,20,7,40,11,5,5,5,5,8,6,4,5,0,0,7,6,1,18,13,6,3,6,3,8,4,0,1,8,2,2,4,2,3,17,2,3,1,3,2,0,0,0,1,0,0,2,1,0,1,0,1,1,4,5,1,0,1,0,0,7,2,1,0,2,1,3,3,2,3,13,6,1,17,39,12,7,14
"2020-08-07T12:00:00.000-0700",23,14,2,19,17,7,1,4,4,5,12,1,4,8,3,5,14,16,11,5,6,6,14,15,5,42,11,5,9,5,10,10,5,6,8,1,0,9,11,0,29,14,7,1,4,4,11,4,0,1,11,4,4,5,4,3,17,4,4,2,5,4,0,2,1,1,0,0,2,0,1,0,0,1,0,1,3,1,1,1,1,1,8,1,3,2,1,0,1,1,0,0,19,8,0,22,43,24,8,15
"2020-08-07T13:00:00.000-0700",18,18,0,12,12,13,3,2,4,5,12,0,0,6,2,4,16,11,12,5,3,4,8,18,6,36,7,3,11,6,3,6,5,7,5,1,2,5,8,1,19,11,6,1,1,1,7,4,1,2,11,4,5,3,5,6,14,1,1,1,3,4,0,0,2,2,1,1,3,1,1,3,2,2,1,1,0,1,2,0,0,0,6,2,3,1,1,1,1,2,1,0,16,10,0,15,40,18,5,14
"2020-08-07T14:00:00.000-0700",17,13,2,15,15,5,0,1,3,6,12,2,4,5,3,5,14,12,13,7,8,7,4,10,7,34,6,0,9,5,2,2,1,2,1,0,0,4,0,0,20,10,4,0,1,4,5,5,0,1,13,4,3,2,2,6,14,1,2,0,4,7,1,2,1,2,2,0,3,1,2,2,0,0,0,2,1,2,3,0,0,2,5,1,2,0,2,3,2,2,2,1,11,10,0,10,38,11,3,10
"2020-08-07T15:00:00.000-0700",13,12,1,11,7,4,0,2,2,1,8,1,2,2,0,1,9,8,9,5,4,4,3,6,2,26,3,0,7,4,0,3,2,1,2,0,0,1,1,2,7,3,1,0,1,3,2,2,0,2,10,4,3,5,3,2,13,2,3,1,3,5,1,0,0,2,3,3,4,1,2,2,1,1,0,2,2,1,3,1,0,1,6,1,1,0,1,0,1,1,0,0,9,4,0,14,24,13,3,6
"2020-08-07T16:00:00.000-0700",15,14,0,9,12,5,0,1,0,3,10,3,3,1,0,1,12,8,9,3,2,3,2,6,1,22,3,1,9,3,4,3,4,1,2,1,0,4,1,0,6,10,4,0,2,3,2,3,0,0,9,4,3,4,1,5,11,2,2,1,1,6,0,2,0,1,0,1,1,0,1,1,0,0,0,2,0,0,1,0,0,2,4,1,0,0,2,0,1,1,0,0,13,3,0,11,48,15,8,2
"2020-08-07T17:00:00.000-0700",5,3,0,3,3,1,1,0,0,3,4,1,1,0,0,1,7,6,6,3,2,1,2,7,4,11,5,2,5,2,0,0,2,2,0,1,0,2,3,0,6,8,4,0,1,1,3,0,0,0,7,0,3,0,0,2,4,1,1,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,8,0,1,1,0,1,1,0,1,1,7,4,1,20,35,20,8,5
"2020-08-07T18:00:00.000-0700",1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,20,0,8,9,1,1,1,0,0,3,5,1,0,0,1,1,0,8,3,1,0,0,0,3,0,0,1,1,0,1,0,2,1,2,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,6,1,1,0,1,0,1,3,0,1,1,0,0,27,28,33,20,8
"2020-08-07T19:00:00.000-0700",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,18,1,4,7,0,1,1,1,0,3,6,1,0,0,0,0,0,4,3,1,0,0,0,3,0,0,0,1,0,1,1,0,0,2,2,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,1,6,0,0,1,1,0,37,21,43,22,4
"2020-08-07T20:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,4,3,0,1,0,0,3,3,2,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,1,0,0,0,0,5,0,0,1,0,0,22,12,25,14,1
"2020-08-07T21:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,1,5,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,1,0,0,0,0,3,0,0,0,0,0,14,9,17,9,1
"2020-08-07T22:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,5,3,1,1
