"_time",102,108,109,110,112,114,140,141A,142B,143,149B,150,150A,151,155D,158,164,164A,166,168,168A,200E,200SW,200WE,202,203,205,206,214,242,246,250,250B,250C,253,255,257,258,260,261A,268,270,274,278,300,300SE,302,302A,303,304,304B,304D,304J,305,306,308,319,321,323,325,325M,341,342,345,"345?",345A,345B,345C,345D,345N,345S,346,348,350,351,352,354,360,364,366a,402,403,404,404L,409,409A,411,412US,441,442,452,C200WW,C300WW,C400NE,C400WW,MallStage,ODNorth,ODSE,ODSW,P100W
"2019-08-05T16:00:00.000-0700",28,25,6,18,14,4,4,7,4,3,12,3,5,4,2,15,15,15,4,2,6,59,65,29,97,33,7,10,5,14,22,5,28,27,7,5,24,36,6,93,40,20,9,19,12,104,3,1,5,13,9,15,5,9,12,24,8,5,1,2,8,8,2,39,16,24,3,35,74,32,96,4,3,8,85,9,4,13,4,3,13,40,30,5,13,11,20,6,14,6,3,16,15,1,4,157,204,68,59,22
"2019-08-05T17:00:00.000-0700",16,16,0,11,8,1,3,10,3,2,13,5,7,2,0,14,11,10,2,5,6,34,43,11,60,23,2,7,5,7,14,3,16,22,2,2,20,22,6,61,19,17,10,8,3,49,4,0,4,8,4,6,1,2,3,8,4,1,2,2,7,0,5,1,0,3,1,3,1,2,0,1,3,4,7,7,0,2,1,0,6,30,10,2,2,2,11,2,9,5,1,14,6,1,2,140,185,48,32,11
"2019-08-05T18:00:00.000-0700",5,3,0,1,3,0,2,4,0,1,4,1,0,0,0,5,4,3,2,0,0,7,16,3,15,6,3,2,0,2,7,1,11,7,0,0,5,3,3,16,6,0,3,4,0,13,3,0,0,6,0,0,0,3,0,2,6,1,1,0,4,0,2,0,1,2,3,2,3,2,2,0,0,3,2,3,0,2,0,0,1,10,1,1,1,1,4,4,2,2,0,4,4,0,1,54,55,17,16,1
"2019-08-05T19:00:00.000-0700",0,0,0,0,0,0,0,0,0,3,2,1,0,1,3,2,3,4,2,4,4,4,11,0,7,5,2,0,0,1,3,1,8,5,0,0,3,0,0,11,2,2,0,2,3,14,3,0,1,0,0,0,1,0,0,1,3,2,0,0,0,1,1,0,0,1,0,3,3,1,2,0,1,2,3,2,1,3,0,0,1,9,2,1,2,2,3,1,2,2,1,0,2,2,1,23,27,8,4,4
"2019-08-05T20:00:00.000-0700",0,0,0,0,0,0,0,2,1,2,0,0,2,0,3,2,1,1,1,1,1,3,4,1,1,2,0,0,0,2,2,1,1,0,0,0,2,2,0,3,2,1,1,2,0,5,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,1,1,0,0,16,16,9,5,1
"2019-08-05T21:00:00.000-0700",0,0,0,0,0,0,1,0,0,4,3,1,2,0,5,3,4,3,1,0,0,1,7,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,2,2,1,0,1,5,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,19,6,5,0
"2019-08-05T22:00:00.000-0700",0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,3,3,4,0
"2019-08-05T23:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,4,0
"2019-08-06T00:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,1,1
"2019-08-06T01:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
"2019-08-06T02:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-08-06T03:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0
"2019-08-06T04:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,3,0,1,2,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"2019-08-06T05:00:00.000-0700",0,0,0,0,0,0,1,0,0,1,0,1,1,4,0,5,5,2,2,2,3,1,5,1,0,0,0,0,0,2,1,1,4,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,15,4,7,6,1
"2019-08-06T06:00:00.000-0700",0,0,0,0,0,0,1,2,1,1,6,1,0,4,1,9,10,13,5,2,3,7,9,1,1,2,2,0,0,0,1,1,6,2,0,0,3,1,2,1,15,8,2,1,4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,21,20,8,5,1
"2019-08-06T07:00:00.000-0700",9,5,0,6,8,3,2,5,5,5,23,1,1,7,3,17,21,18,10,3,3,20,29,6,29,19,3,3,6,11,11,3,10,18,1,1,14,10,2,34,22,22,9,8,11,32,5,0,8,19,2,1,3,3,4,5,4,2,1,4,8,2,1,0,0,0,0,4,0,0,0,0,0,0,4,1,5,5,0,0,5,22,11,1,2,4,11,2,2,1,0,9,15,0,2,59,96,30,30,12
"2019-08-06T08:00:00.000-0700",22,18,2,15,16,5,8,16,7,6,18,6,5,5,1,20,19,20,7,5,5,46,63,11,66,34,15,9,21,18,29,6,34,29,4,9,42,23,2,64,40,43,10,11,10,52,7,3,5,22,9,7,10,4,9,17,5,4,2,8,16,4,2,1,1,3,0,12,1,3,3,2,5,8,10,11,16,6,0,0,9,48,21,7,7,9,21,9,10,5,2,25,21,0,6,208,165,80,65,18
"2019-08-06T09:00:00.000-0700",31,28,4,23,19,5,3,20,12,5,27,10,6,4,3,26,22,20,9,4,7,56,66,25,100,51,23,10,32,19,36,12,42,38,6,7,51,28,3,93,45,43,18,14,15,85,7,4,14,16,16,12,11,8,7,21,12,8,3,7,8,3,6,1,1,4,0,10,3,4,2,4,9,5,16,10,12,11,1,2,10,60,37,7,12,13,44,12,18,13,7,19,17,0,11,172,144,87,70,28
"2019-08-06T10:00:00.000-0700",40,26,7,32,23,7,3,15,9,6,27,8,8,5,3,21,28,21,12,8,8,82,67,28,93,48,18,12,31,23,39,5,59,44,4,3,42,43,9,77,42,44,19,24,17,92,10,4,9,21,15,12,14,11,10,17,13,5,5,4,6,5,7,1,1,5,2,17,3,2,2,5,16,9,11,11,17,12,0,2,9,53,28,8,11,17,41,17,14,5,2,16,19,0,17,160,146,71,57,21
"2019-08-06T11:00:00.000-0700",49,40,9,40,26,8,7,30,13,8,26,12,9,8,1,23,25,23,22,8,14,177,91,36,109,56,17,15,32,49,78,22,62,86,13,13,54,112,32,82,44,38,43,46,8,95,11,4,17,38,25,16,21,7,14,26,11,7,10,19,8,5,9,3,3,8,3,22,2,5,7,3,8,12,18,21,42,8,4,3,9,75,41,14,14,24,42,19,17,15,4,27,28,1,14,162,147,89,53,43
"2019-08-06T12:00:00.000-0700",50,27,6,34,31,7,5,26,12,15,22,5,10,12,4,15,27,28,17,13,10,337,102,59,129,72,36,10,14,70,90,33,80,206,12,11,112,200,64,129,68,61,60,76,25,161,11,5,9,35,13,11,12,14,32,44,8,14,3,14,12,9,20,1,2,24,12,87,0,3,2,3,22,36,33,53,144,7,3,1,10,80,33,13,19,17,27,9,20,11,8,37,27,1,7,330,228,102,62,42
"2019-08-06T13:00:00.000-0700",39,21,2,32,20,7,4,26,11,15,24,14,8,10,10,16,32,25,19,18,13,180,107,59,131,53,36,17,21,50,52,25,63,114,10,8,78,103,24,89,72,33,33,43,19,112,5,6,10,20,13,8,7,6,14,17,11,10,6,8,4,3,10,1,3,29,14,30,3,4,5,4,16,12,20,19,49,11,3,4,14,71,37,11,18,18,28,11,15,14,3,24,13,0,8,161,169,91,49,34
"2019-08-06T14:00:00.000-0700",41,19,2,23,22,10,5,22,9,17,35,12,14,5,9,34,33,19,12,13,9,131,63,37,119,36,24,16,16,33,38,12,43,78,6,5,62,72,24,72,44,30,34,41,15,67,7,6,7,20,9,6,6,3,18,11,4,8,7,6,8,3,4,0,0,25,17,9,1,3,2,1,9,8,15,9,13,9,4,0,7,46,27,9,19,15,20,7,15,5,2,16,17,0,6,164,134,49,23,20
"2019-08-06T15:00:00.000-0700",41,25,3,32,23,9,5,21,11,8,23,11,8,5,5,14,21,17,5,12,11,89,62,29,127,33,18,13,19,22,34,17,42,66,8,6,33,49,15,69,38,17,21,24,13,70,9,3,9,25,14,12,14,7,27,25,4,7,6,9,12,8,10,0,3,23,13,9,0,2,2,3,8,8,22,12,6,4,2,1,13,44,30,9,23,16,20,7,16,12,4,29,23,0,5,169,127,76,48,26
"2019-08-06T16:00:00.000-0700",27,19,3,18,19,8,3,7,5,4,9,5,2,2,2,8,13,14,4,7,8,46,56,17,75,14,12,11,11,15,14,10,25,32,2,4,22,23,2,46,19,8,8,20,8,62,6,1,7,14,9,5,10,4,9,17,4,3,5,2,9,4,14,1,3,2,1,5,1,1,2,4,6,3,10,2,5,3,2,0,8,37,23,7,11,13,13,4,12,11,1,22,10,1,4,132,120,67,40,18
"2019-08-06T17:00:00.000-0700",29,15,0,13,18,9,1,15,4,5,13,6,3,1,2,13,18,10,4,3,5,36,33,11,82,18,8,12,1,9,19,8,21,36,1,2,14,12,6,42,22,10,8,7,4,55,6,0,9,14,3,3,7,5,10,13,3,3,3,3,6,3,9,0,1,1,0,5,1,0,0,0,4,3,4,5,0,0,1,0,2,30,8,4,7,4,8,3,7,4,4,19,12,0,1,134,131,44,37,14
"2019-08-06T18:00:00.000-0700",11,5,1,1,8,4,1,3,1,1,4,1,1,0,2,3,3,4,1,2,3,9,19,2,25,2,2,11,4,3,3,0,6,12,0,2,7,5,1,7,7,2,3,2,1,13,8,0,2,14,0,0,5,8,7,0,2,6,6,3,4,1,3,0,0,1,0,0,0,0,0,0,2,3,3,5,0,2,0,0,0,8,1,1,1,0,1,5,1,4,3,9,9,0,0,64,53,16,8,4
"2019-08-06T19:00:00.000-0700",0,0,0,0,0,0,1,2,0,1,2,2,1,0,1,3,1,1,0,0,0,2,15,1,4,1,6,0,0,4,2,1,6,6,0,0,1,1,0,5,0,1,2,2,2,5,0,0,1,1,1,0,1,0,1,2,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,0,52,22,25,15,1
"2019-08-06T20:00:00.000-0700",1,0,0,0,0,0,1,2,1,2,3,2,1,0,2,4,1,2,0,1,1,1,10,2,6,1,2,0,0,3,1,0,3,4,0,0,1,1,0,4,2,0,0,1,0,8,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,1,1,0,0,37,13,16,9,1
"2019-08-06T21:00:00.000-0700",0,0,0,0,0,0,0,0,1,2,2,1,1,0,1,1,2,1,1,0,0,1,3,0,4,1,4,1,0,0,1,2,3,3,0,0,1,0,0,1,2,2,0,0,1,3,0,0,0,1,0,0,0,2,1,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,1,1,0,0,0,1,0,1,0,0,0,24,9,9,3,0
"2019-08-06T22:00:00.000-0700",1,1,0,0,1,1,0,0,0,1,2,0,1,0,2,2,2,1,0,1,0,0,5,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,14,6,8,6,0
"2019-08-06T23:00:00.000-0700",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7,5,2,1,0
"2019-08-07T00:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,4,3,0,0
"2019-08-07T01:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0
"2019-08-07T02:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-08-07T03:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"2019-08-07T04:00:00.000-0700",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"2019-08-07T05:00:00.000-0700",0,0,0,0,0,0,0,0,1,0,2,0,1,2,0,3,3,3,2,4,4,1,6,0,1,1,1,0,0,1,1,1,2,2,0,0,0,0,0,0,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,5,5,3,0
"2019-08-07T06:00:00.000-0700",0,0,0,0,0,0,0,0,0,6,10,1,1,3,3,9,13,11,6,6,7,5,13,1,8,4,5,0,1,2,2,2,8,3,0,0,4,0,0,4,11,7,4,0,2,8,1,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,1,0,0,1,0,0,0,0,0,1,0,0,0,22,23,15,8,4
"2019-08-07T07:00:00.000-0700",9,6,1,3,5,3,2,6,6,5,17,2,2,3,1,15,24,17,11,6,6,20,30,7,39,15,12,2,6,8,13,7,12,21,4,2,20,10,3,33,29,23,12,12,11,37,5,0,2,17,5,2,6,6,8,7,2,0,1,5,14,2,4,0,0,0,0,5,0,1,0,2,3,2,12,2,8,5,1,0,5,25,14,2,8,7,11,5,2,2,2,17,15,0,3,162,116,45,23,10
"2019-08-07T08:00:00.000-0700",23,12,1,15,15,5,0,10,5,6,22,5,3,7,3,17,24,20,14,10,10,46,71,22,80,26,23,13,18,14,28,10,29,47,8,2,32,17,3,50,43,39,17,16,14,66,4,1,5,25,9,6,13,3,14,12,4,4,2,3,12,2,9,0,1,2,2,7,0,1,1,1,3,3,13,7,15,4,2,3,5,51,20,9,15,10,13,7,10,4,1,29,20,1,7,147,165,69,33,15
"2019-08-07T09:00:00.000-0700",29,16,2,27,18,7,1,20,8,9,22,4,3,11,4,29,32,29,15,10,9,61,63,21,109,28,18,18,16,14,21,6,21,43,8,5,36,24,7,51,45,33,20,22,16,86,7,1,7,21,16,7,8,3,10,13,6,8,2,3,10,4,5,0,2,2,0,9,0,0,1,2,6,2,15,5,19,11,0,2,5,55,22,11,13,11,11,7,16,8,3,30,15,0,5,128,141,63,37,21
"2019-08-07T10:00:00.000-0700",36,20,6,29,17,11,4,28,11,9,24,11,7,9,2,22,33,32,10,9,10,103,44,26,105,23,19,14,25,25,38,13,42,73,9,9,52,51,8,74,50,34,23,42,15,90,10,5,10,26,10,7,8,9,14,16,8,11,4,6,5,3,3,2,1,1,0,17,1,2,1,1,8,7,12,7,23,8,1,2,8,52,24,8,19,12,22,8,20,7,3,28,20,0,6,158,115,51,27,22
"2019-08-07T11:00:00.000-0700",39,24,2,34,30,9,4,23,8,9,21,7,7,6,4,16,22,18,10,8,9,256,57,38,127,29,33,26,16,27,53,26,59,195,11,9,67,176,43,90,51,57,46,50,23,127,12,3,6,22,15,11,12,6,18,21,6,9,2,11,6,3,9,5,4,3,1,75,1,7,2,4,19,21,19,28,110,9,4,5,12,52,29,10,19,16,21,12,15,10,2,33,17,0,9,305,159,80,48,27
"2019-08-07T12:00:00.000-0700",53,22,5,31,29,10,3,31,11,3,17,5,5,2,2,6,13,10,7,8,8,354,95,82,207,59,46,33,26,68,103,34,130,206,25,9,92,234,46,141,59,67,54,73,18,225,19,2,13,25,21,13,11,14,22,32,2,7,3,9,12,5,32,0,5,1,0,123,1,0,0,0,28,46,23,71,166,9,4,4,18,77,35,17,28,22,38,15,13,22,6,38,24,0,10,245,177,181,67,54
"2019-08-07T13:00:00.000-0700",36,18,4,25,22,7,5,22,5,10,19,7,9,4,3,18,19,13,11,3,5,153,74,47,142,47,31,22,17,38,62,15,57,93,7,6,51,92,29,95,53,42,33,45,15,144,14,4,12,29,6,11,15,15,24,21,14,14,5,15,9,7,12,0,1,2,1,41,2,2,2,3,9,13,27,19,49,4,4,4,12,72,32,14,16,19,25,11,12,6,5,34,22,0,8,145,158,74,45,33
"2019-08-07T14:00:00.000-0700",33,23,2,32,27,10,2,19,7,9,26,14,7,4,7,24,26,19,13,4,6,91,60,28,112,30,28,16,14,26,38,9,37,71,6,5,31,47,7,55,33,20,20,27,16,98,11,1,9,18,9,7,10,9,23,15,4,9,4,9,9,3,6,0,1,2,1,8,0,2,1,1,7,6,14,4,10,5,1,1,7,52,19,12,23,13,20,11,9,7,5,28,21,0,10,142,118,69,26,25
"2019-08-07T15:00:00.000-0700",29,13,2,22,25,7,2,14,5,7,24,4,6,3,5,15,24,17,2,5,3,80,59,26,114,32,9,13,25,25,34,8,29,54,7,4,28,38,7,72,32,23,8,32,9,87,5,1,5,15,9,9,9,9,11,20,4,4,2,9,6,2,7,1,1,0,0,9,1,1,0,2,9,6,9,3,4,2,0,0,6,49,18,6,14,9,16,5,13,8,2,25,15,1,7,107,131,61,28,28
"2019-08-07T16:00:00.000-0700",25,19,1,21,20,6,1,13,3,6,13,4,7,0,4,7,9,9,1,5,5,53,42,15,90,24,13,18,13,9,23,7,22,46,2,2,21,25,4,47,22,7,10,18,6,60,5,1,2,15,14,8,7,3,14,17,0,3,2,3,11,2,10,0,2,0,0,7,2,0,1,2,6,6,10,9,5,4,1,0,7,38,16,2,18,8,14,9,16,10,2,28,8,2,4,104,143,57,34,13
"2019-08-07T17:00:00.000-0700",25,13,0,16,18,7,2,3,0,6,7,3,6,0,2,10,14,5,1,1,3,37,36,9,73,15,7,14,2,7,19,5,16,33,1,1,17,22,7,49,25,9,11,12,7,42,6,1,3,13,4,5,2,3,7,9,5,3,1,1,2,1,5,0,0,0,0,5,0,0,2,2,2,5,6,4,3,2,1,1,5,30,8,1,7,5,8,3,11,3,5,16,6,2,1,110,138,39,22,16
"2019-08-07T18:00:00.000-0700",10,8,0,4,8,1,0,1,1,3,5,0,0,0,3,4,4,4,1,2,0,18,22,1,28,5,4,5,2,4,6,3,5,9,1,0,7,6,5,19,12,2,3,3,4,15,7,0,1,11,4,1,2,3,8,2,2,4,1,0,8,0,3,0,0,0,0,1,0,1,1,1,0,1,2,2,2,2,0,0,0,14,2,0,4,1,3,2,2,5,2,11,9,1,0,72,78,38,20,4
"2019-08-07T19:00:00.000-0700",1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,2,1,0,0,3,1,3,11,0,6,4,5,1,0,3,1,3,10,8,0,0,3,2,0,9,1,0,2,0,0,11,0,0,1,0,0,0,0,1,1,1,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,7,0,1,0,0,1,1,0,2,1,1,1,0,0,34,21,21,16,1
"2019-08-07T20:00:00.000-0700",1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,2,0,1,0,1,0,2,10,4,3,4,2,0,0,4,2,0,9,3,0,0,0,0,0,6,2,2,1,0,2,7,1,0,1,1,0,0,0,2,3,1,1,2,1,1,1,1,3,0,0,0,0,3,0,0,0,2,2,3,4,2,1,1,0,1,0,6,1,0,1,0,1,0,2,1,1,1,2,1,0,33,24,13,11,3
"2019-08-07T21:00:00.000-0700",1,0,0,1,1,0,0,0,1,3,3,0,0,0,3,2,3,0,0,2,0,1,6,0,3,3,2,1,0,4,0,1,0,0,0,0,0,0,0,2,4,0,0,0,1,6,0,0,0,2,0,2,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,21,10,11,6,0
"2019-08-07T22:00:00.000-0700",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,2,0,2,0,1,1,2,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,1,0,0,26,7,8,3,0
"2019-08-07T23:00:00.000-0700",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,8,3,4,2,1
"2019-08-08T00:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,4,2,1,0
"2019-08-08T01:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0
"2019-08-08T02:00:00.000-0700",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-08-08T03:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2019-08-08T04:00:00.000-0700",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"2019-08-08T05:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,5,4,2,0,5,2,7,1,0,1,1,0,0,1,1,2,4,4,0,0,1,0,0,2,3,2,1,1,1,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,8,6,6,0
