"_time",102,108,109,110,112,114,140,141A,142B,143,149B,150,150A,151,155D,158,164,164A,166,168,168A,200E,200SW,200WE,202,203,205,206,214,242,246,250,250B,250C,253,255,257,258,260,261A,268,270,274,278,300,300SE,302,302A,303,304,304B,304D,304J,305,306,308,319,321,323,325,325M,341,342,345,"345?",345A,345B,345C,345D,345N,345S,346,348,350,351,352,354,360,364,366a,402,403,404,404L,409,409A,411,412US,441,442,452,C200WW,C300WW,C400NE,C400WW,MallStage,ODNorth,ODSE,ODSW,P100W
"2019-08-10T20:00:00.000-0700",0,0,0,0,0,0,0,1,0,3,1,0,0,0,1,1,0,1,0,0,0,2,11,2,8,2,6,1,1,2,1,0,5,2,0,0,2,1,1,6,1,0,2,1,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,9,1,0,0,0,1,0,0,1,0,2,0,0,0,17,15,13,10,1
"2019-08-10T21:00:00.000-0700",0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,3,2,2,1,1,2,3,2,1,2,1,1,1,1,0,0,1,2,2,1,1,2,2,1,2,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,1,0,0,0,0,1,0,1,0,0,0,8,8,8,4,1
"2019-08-10T22:00:00.000-0700",0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,3,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,4,3,0
"2019-08-10T23:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,3,1,0
"2019-08-11T00:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,1,0
"2019-08-11T01:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-08-11T02:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,1,1,0
"2019-08-11T03:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-08-11T04:00:00.000-0700",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
"2019-08-11T05:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"2019-08-11T06:00:00.000-0700",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,9,4,5,6,0
"2019-08-11T07:00:00.000-0700",0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,3,4,4,2,0,0,2,1,0,4,0,0,0,0,0,0,1,1,0,0,0,1,0,0,7,5,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,8,17,3,0,1
"2019-08-11T08:00:00.000-0700",0,0,0,0,0,0,0,1,0,2,1,1,0,0,2,2,3,1,1,1,0,3,3,0,7,1,5,0,0,2,5,1,4,3,0,0,5,1,0,9,3,9,2,3,0,8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,2,6,2,0,7,0,2,2,0,1,0,0,0,0,0,9,32,5,4,3
"2019-08-11T09:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,8,15,2,17,6,3,0,0,3,2,5,4,2,1,0,15,6,0,26,4,29,13,11,0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,7,1,0,2,0,0,1,6,2,0,4,0,1,1,0,0,0,1,0,2,0,22,53,12,9,3
"2019-08-11T10:00:00.000-0700",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,2,1,2,0,0,7,8,0,9,3,5,0,0,4,2,1,3,3,0,0,5,1,1,12,3,9,5,6,0,8,0,0,2,0,2,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,8,0,0,0,0,1,0,5,2,0,4,0,0,2,3,3,0,5,1,1,0,0,1,0,0,0,4,0,17,20,6,4,5
"2019-08-11T11:00:00.000-0700",7,2,0,3,6,1,0,1,0,1,2,0,0,1,2,1,2,3,1,0,0,34,8,6,34,2,3,1,1,3,3,2,9,8,0,0,28,11,7,42,7,17,12,24,2,14,2,0,2,13,2,3,0,1,3,2,0,0,1,2,12,0,1,0,0,0,0,7,0,0,0,0,0,1,10,1,0,2,0,1,2,6,3,0,11,0,1,2,1,3,0,10,11,4,0,18,58,7,9,3
"2019-08-11T12:00:00.000-0700",12,7,0,4,6,3,0,1,1,3,2,0,0,1,3,1,1,1,1,2,0,25,10,9,56,7,3,6,3,3,3,1,2,7,0,0,24,8,4,38,4,9,10,13,0,27,0,0,0,3,7,3,0,0,3,8,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,11,2,1,3,0,0,1,7,6,0,10,0,3,0,0,1,0,7,1,3,0,16,69,9,4,8
"2019-08-11T13:00:00.000-0700",8,4,0,3,7,2,0,0,0,2,1,0,1,0,4,2,4,1,1,0,1,18,13,4,32,7,4,4,2,2,2,4,4,6,0,1,5,9,5,21,7,10,4,7,3,18,0,0,0,2,4,4,0,0,1,4,2,0,1,0,1,0,1,0,0,0,0,3,2,0,0,0,1,2,5,1,2,1,1,1,0,6,0,0,4,0,2,0,1,1,0,10,2,0,0,22,42,10,8,5
"2019-08-11T14:00:00.000-0700",13,10,1,7,6,4,0,0,0,4,2,0,1,0,4,5,3,3,1,0,0,25,12,2,34,6,4,5,2,3,7,5,4,8,1,1,13,4,3,23,3,5,2,8,2,14,0,0,0,3,6,1,0,1,3,3,0,0,1,0,0,0,1,0,0,0,0,8,0,0,0,0,0,2,6,1,1,3,0,0,2,10,4,0,4,0,1,0,3,2,2,9,1,5,0,17,36,8,4,6
"2019-08-11T15:00:00.000-0700",9,3,1,5,6,2,0,0,0,0,1,2,2,0,1,6,6,2,1,4,1,22,6,5,71,6,2,6,4,4,6,4,5,7,0,0,5,4,6,51,7,4,3,7,1,29,0,0,2,3,3,3,0,0,9,16,3,0,1,0,3,0,3,0,0,3,2,8,0,1,0,0,1,1,27,3,0,0,0,1,33,12,7,0,46,2,8,14,5,4,4,6,1,2,0,21,97,11,10,14
"2019-08-11T16:00:00.000-0700",4,1,0,1,3,0,0,1,0,2,2,0,0,0,0,3,1,2,0,1,0,16,17,2,27,5,5,5,0,2,7,4,5,9,0,1,9,4,2,20,7,6,6,7,1,17,0,0,1,10,3,0,0,0,5,2,2,0,1,0,9,0,2,1,0,0,0,1,1,0,1,1,1,1,2,0,1,1,0,0,5,8,3,1,11,0,1,1,2,2,2,10,10,1,1,24,57,12,5,6
"2019-08-11T17:00:00.000-0700",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,6,7,1,17,4,0,0,0,5,1,3,5,9,0,1,3,2,3,16,3,3,2,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,2,1,1,1,0,1,0,1,1,0,1,0,1,0,25,32,8,4,1
"2019-08-11T18:00:00.000-0700",0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,2,2,1,0,0,3,12,3,10,1,1,0,0,1,1,1,6,4,1,0,3,1,1,11,3,3,2,2,1,8,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,3,1,0,0,0,2,1,0,0,1,0,0,0,1,1,1,0,5,0,1,1,0,2,0,1,0,0,0,33,32,14,8,1
"2019-08-11T19:00:00.000-0700",0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,2,2,1,1,0,0,5,8,2,3,4,2,0,0,2,3,4,7,7,0,0,4,3,1,9,2,3,2,4,0,13,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,3,1,0,2,1,4,1,0,4,0,0,0,0,0,40,24,19,17,1
"2019-08-11T20:00:00.000-0700",0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,3,1,0,0,1,1,2,13,1,3,1,2,1,0,0,2,3,5,4,0,0,1,1,0,3,2,0,2,1,1,5,1,1,1,0,0,0,0,1,2,0,1,1,2,2,2,0,2,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,6,2,0,2,0,1,0,0,1,0,2,2,0,0,21,16,13,7,2
"2019-08-11T21:00:00.000-0700",0,0,0,0,0,0,0,1,0,3,1,1,2,0,2,3,1,1,2,1,1,2,8,2,2,4,0,0,0,3,0,1,4,1,0,0,1,0,0,5,1,1,1,0,0,2,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,1,0,2,1,0,0,0,3,0,1,0,0,0,22,17,12,7,3
"2019-08-11T22:00:00.000-0700",0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,5,0,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,13,7,8,3,0
"2019-08-11T23:00:00.000-0700",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1,2,1
"2019-08-12T00:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2019-08-12T01:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-08-12T02:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1
"2019-08-12T03:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2019-08-12T04:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,2,1,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2019-08-12T05:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,1,1,2,1,1,5,0,5,2,1,0,0,0,1,1,2,3,0,0,0,0,0,4,2,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,11,8,5,2,0
"2019-08-12T06:00:00.000-0700",0,0,0,0,0,0,0,1,1,4,8,0,1,5,3,7,14,12,6,3,3,14,9,1,4,0,6,0,0,2,1,2,1,4,1,0,1,1,2,3,17,8,7,5,4,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,23,19,9,6,0
"2019-08-12T07:00:00.000-0700",8,2,0,6,5,2,4,15,7,11,18,7,5,9,4,22,25,19,10,3,3,26,38,6,49,25,13,4,6,16,27,22,29,41,2,0,13,8,2,37,38,30,10,13,10,54,2,0,4,16,4,3,1,3,6,4,5,1,0,0,17,0,8,0,0,0,0,4,1,0,0,0,3,2,4,4,6,3,2,2,4,27,5,1,7,4,8,4,2,6,2,17,14,0,3,137,142,49,32,14
"2019-08-12T08:00:00.000-0700",23,13,0,17,14,6,8,25,4,10,21,6,8,8,4,16,24,21,8,5,5,50,54,23,112,22,18,8,23,17,32,23,34,49,3,1,29,25,5,68,35,27,17,18,10,72,4,1,6,19,18,9,7,5,10,12,4,2,3,8,6,0,5,2,0,0,0,7,3,0,2,2,5,6,26,5,11,7,4,3,8,38,11,2,16,5,10,5,10,8,1,29,17,1,6,134,194,63,27,21
"2019-08-12T09:00:00.000-0700",32,23,0,27,23,2,5,27,8,15,27,5,10,10,5,26,33,17,12,8,10,54,52,29,121,35,21,10,25,27,26,20,32,52,1,3,20,18,6,71,33,27,18,19,6,92,11,1,2,21,26,9,12,5,12,19,8,10,6,11,14,2,9,0,0,1,1,13,1,1,0,1,7,5,10,7,14,10,2,3,11,44,20,4,19,5,18,7,13,9,1,35,22,2,6,115,126,63,44,37
"2019-08-12T10:00:00.000-0700",33,20,1,33,21,11,5,32,9,9,28,9,11,13,2,18,36,19,12,6,11,89,84,29,103,46,36,12,27,34,48,26,45,68,4,3,41,49,10,70,42,36,26,25,17,107,16,7,15,23,19,14,11,16,18,16,3,13,7,9,10,0,8,1,0,4,4,21,4,5,1,3,9,9,23,10,19,14,0,3,10,52,17,5,19,16,16,10,13,13,6,31,26,2,8,95,136,80,44,27
"2019-08-12T11:00:00.000-0700",41,24,2,36,18,11,4,28,13,17,21,5,5,12,4,13,30,19,10,7,7,251,90,33,138,53,41,15,32,40,64,38,74,124,11,5,73,107,37,102,43,47,44,42,17,140,13,6,7,20,28,17,10,10,20,23,8,10,3,16,10,1,19,0,1,3,1,30,4,1,3,1,6,11,27,24,66,5,3,3,12,65,29,7,19,12,13,3,13,11,3,36,28,4,10,218,172,96,48,29
"2019-08-12T12:00:00.000-0700",43,30,4,35,19,12,9,49,13,11,20,13,12,12,0,22,29,25,10,9,13,347,121,67,198,82,46,18,18,49,93,43,96,138,9,3,114,165,48,148,54,57,61,68,19,222,15,5,18,24,30,17,13,20,20,25,10,8,6,11,7,9,22,0,0,2,0,38,3,0,2,4,16,31,26,34,95,2,4,7,15,82,32,3,23,13,18,6,15,13,8,40,27,0,10,169,234,146,64,58
"2019-08-12T13:00:00.000-0700",42,27,1,34,26,10,6,30,13,20,28,11,11,5,8,24,20,16,9,8,7,163,95,53,127,45,26,9,13,44,44,24,40,99,10,5,50,66,29,89,50,39,30,34,6,144,25,6,13,37,26,17,19,26,20,24,11,16,8,17,17,5,11,1,16,3,2,35,5,1,1,2,17,25,23,30,37,5,3,1,7,71,27,6,15,9,14,9,17,15,10,43,32,3,12,127,135,73,32,34
"2019-08-12T14:00:00.000-0700",51,29,0,34,19,12,5,25,10,15,31,11,15,2,3,23,22,15,8,6,6,114,72,58,125,57,28,14,32,27,25,20,32,72,8,4,53,75,12,85,43,34,25,33,9,113,9,1,12,23,19,10,12,10,10,18,6,7,4,16,11,4,6,0,17,0,2,20,9,1,0,0,19,27,12,20,12,7,1,2,12,76,36,10,13,14,28,8,15,16,10,36,23,2,11,102,137,46,18,38
"2019-08-12T15:00:00.000-0700",41,25,0,29,23,8,0,28,10,13,26,6,4,2,6,15,21,12,8,7,4,79,68,27,107,38,20,15,28,24,31,25,32,59,2,4,32,35,5,83,36,15,10,20,4,84,8,4,8,19,25,10,12,8,15,14,5,10,2,16,13,3,8,6,10,1,2,20,3,8,7,0,13,20,31,11,6,4,3,0,9,54,28,5,11,10,17,7,25,6,5,29,20,3,8,79,129,43,26,31
"2019-08-12T16:00:00.000-0700",38,24,2,16,15,9,0,18,4,7,15,7,7,1,2,14,13,14,2,2,4,53,47,19,80,23,14,9,14,18,20,17,29,36,2,3,17,25,7,49,26,13,6,15,1,71,8,0,7,17,14,9,10,7,10,15,3,4,1,5,4,1,7,0,0,2,1,8,1,0,0,0,2,4,10,5,3,3,0,1,9,44,17,4,16,8,12,8,15,11,5,28,11,2,7,111,149,58,31,23
"2019-08-12T17:00:00.000-0700",23,14,1,11,10,2,0,6,1,13,10,3,1,2,3,14,10,12,3,4,5,43,56,14,95,16,8,9,4,10,16,8,20,29,0,2,12,10,9,63,27,12,7,11,3,58,5,0,2,12,9,5,5,4,12,12,5,3,1,4,9,1,5,1,0,1,0,10,1,0,0,1,3,2,26,2,2,2,1,1,5,33,17,2,13,7,11,3,9,1,2,12,9,3,5,124,214,57,30,17
"2019-08-12T18:00:00.000-0700",14,6,0,5,6,5,0,0,1,10,5,1,2,1,1,3,5,2,1,3,3,17,25,6,52,14,4,8,3,11,9,10,10,15,0,0,9,2,1,32,14,1,2,6,2,41,1,0,0,4,3,2,0,3,0,6,4,0,1,1,3,0,3,0,0,0,0,1,1,0,0,0,1,0,0,2,2,1,0,0,3,12,4,0,2,0,1,0,2,4,1,6,0,1,0,81,80,33,19,13
"2019-08-12T19:00:00.000-0700",6,3,0,3,5,0,0,3,0,0,4,3,2,0,1,3,3,4,1,0,0,5,18,1,27,5,8,3,2,2,5,1,7,5,0,0,2,1,0,9,2,2,3,1,1,17,4,0,1,11,0,0,0,2,3,1,0,2,1,3,11,0,2,0,0,0,0,0,0,0,0,0,2,1,0,2,2,1,0,0,1,10,1,0,1,0,0,1,1,1,0,11,9,0,0,59,55,15,8,3
"2019-08-12T20:00:00.000-0700",1,0,0,0,0,0,0,1,0,2,1,1,0,0,2,1,2,2,1,1,1,2,14,1,10,7,4,0,1,0,1,4,3,7,0,0,3,2,0,9,6,0,1,1,1,17,3,0,1,0,1,0,0,2,3,2,3,0,1,0,1,0,2,0,1,0,1,2,2,0,1,0,2,0,4,3,0,1,0,0,1,11,3,0,3,0,1,0,1,1,1,1,1,0,0,54,32,20,12,3
"2019-08-12T21:00:00.000-0700",1,0,0,0,0,0,0,0,0,4,2,1,2,0,3,3,4,3,1,1,1,4,13,1,5,2,1,0,0,0,1,2,6,3,0,0,0,1,0,3,6,2,1,1,0,5,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,27,17,10,8,2
"2019-08-12T22:00:00.000-0700",1,1,0,1,0,0,0,0,0,2,1,0,0,0,1,0,1,2,0,0,0,1,5,0,2,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,3,0
"2019-08-12T23:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,2,0,0
"2019-08-13T00:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,0
"2019-08-13T01:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0
"2019-08-13T02:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2019-08-13T03:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2019-08-13T04:00:00.000-0700",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4,0,1,3,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
"2019-08-13T05:00:00.000-0700",0,0,0,0,0,0,0,1,1,1,2,0,2,4,0,4,7,3,4,2,3,2,3,1,1,1,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,10,8,2,2,0
"2019-08-13T06:00:00.000-0700",0,0,0,0,0,0,1,3,1,3,7,1,1,5,2,10,15,15,4,4,6,13,11,2,8,2,3,0,0,5,4,3,4,9,0,0,2,3,1,10,14,13,8,2,2,12,0,0,1,0,0,0,1,2,1,2,1,0,1,0,2,0,0,0,1,0,0,0,2,0,0,0,2,4,1,3,3,1,2,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,23,30,8,5,4
"2019-08-13T07:00:00.000-0700",10,7,0,6,11,2,0,4,3,5,12,2,2,5,2,15,25,21,12,1,11,40,46,8,46,21,10,2,3,12,17,12,18,29,3,1,16,13,3,45,37,29,20,17,9,54,6,0,3,21,4,3,8,5,8,7,3,1,1,6,18,2,6,1,9,2,2,5,4,1,6,1,7,10,9,11,8,6,3,3,2,26,4,0,5,6,7,3,2,4,0,22,15,0,4,82,139,35,24,15
"2019-08-13T08:00:00.000-0700",20,14,2,17,13,4,4,22,10,6,20,9,4,6,3,21,32,19,12,14,15,48,81,24,124,43,37,6,28,24,22,22,38,52,3,3,34,21,3,93,37,33,17,17,4,128,8,4,10,17,12,8,7,10,9,17,9,4,1,6,10,3,21,0,3,4,2,8,4,1,1,1,11,25,16,24,17,3,1,4,8,38,15,3,10,7,20,6,12,9,4,23,14,0,10,202,238,169,86,34
"2019-08-13T09:00:00.000-0700",39,22,2,22,19,8,1,24,4,15,25,5,5,8,4,20,32,24,10,22,21,60,94,38,221,72,44,12,42,44,49,37,50,72,1,5,38,27,4,153,59,45,25,26,7,220,8,4,12,36,33,11,15,8,11,18,13,4,3,11,9,2,19,0,0,4,1,16,1,2,1,1,9,23,21,19,20,3,2,2,8,53,27,9,11,17,28,12,11,7,1,35,18,4,14,106,274,151,67,47
